"rank","property_id","address","latitude","longitude","price","currency","bathrooms","bedrooms","area","land_area","zestimate","rent_zestimate","days_on_zillow","sold_date","is_zillow_owned","image","listing_type","status_text","broker_name","input","property_url","listing_url"
"380","16957414","3219 Polk Ave, San Diego, CA 92104","32.75205","-117.1247","799000","USD","1","2","810 sqft","","582900","3354","10","","False","https://photos.zillowstatic.com/fp/11176e2f997e456cd24cd5d098502c84-p_e.jpg","FOR SALE","House for sale","Marianne Malek, Broker","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3219-Polk-Ave-San-Diego-CA-92104/16957414_zpid/","https://www.zillow.com/san-diego-ca/10_p/"
"12","19590788","1801 Willow St, San Jose, CA 95125","37.301167","-121.918724","2350000","USD","3","4","1996 sqft","","2489700","4995","3","","False","https://photos.zillowstatic.com/fp/f967921c9dbdfd781c34da8ad3a3dc18-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1801-Willow-St-San-Jose-CA-95125/19590788_zpid/","https://www.zillow.com/homes/San-Jose,-CA_rb/"
"97","16648030","841 Kalpati Cir APT A, Carlsbad, CA 92008","33.14801","-117.334816","999900","USD","3","2","1750 sqft","","1032800","3875","3","","False","https://photos.zillowstatic.com/fp/c3faafa19ba988c5dc18dd5b9817ad37-p_e.jpg","FOR SALE","Condo for sale","First Team Real Estate","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/841-Kalpati-Cir-APT-A-Carlsbad-CA-92008/16648030_zpid/","https://www.zillow.com/carlsbad-ca/3_p/"
"88","16950592","3262 Loma Riviera Dr, San Diego, CA 92110","32.75623","-117.225204","795000","USD","2","2","1400 sqft","","827200","3999","2","","False","https://photos.zillowstatic.com/fp/892cd9b3188a884f3cd96d786cc13169-p_e.jpg","FOR SALE","Townhouse for sale","Coldwell Banker West","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3262-Loma-Riviera-Dr-San-Diego-CA-92110/16950592_zpid/","https://www.zillow.com/san-diego-ca/3_p/"
"778","16737931","18614 Caminito Cantilena UNIT 334, San Diego, CA 92128","33.046844","-117.07157","450000","USD","1","1","716 sqft","","","2394","61","","False","https://photos.zillowstatic.com/fp/6a4f846cf2c9dcfb7621e4b792d1ff19-p_e.jpg","FOR SALE","Condo for sale","Realty One Group West","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/18614-Caminito-Cantilena-UNIT-334-San-Diego-CA-92128/16737931_zpid/","https://www.zillow.com/san-diego-ca/19_p/"
"249","2091601783","200 Ford Rd SPC 95, San Jose, CA 95138","37.253147","-121.793335","244900","USD","2","3","1248 sqft","","238000","465","254","","False","https://photos.zillowstatic.com/fp/3e1f8cd653e34b3009d36c9d0a9ba0a6-p_e.jpg","FOR SALE","Home for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/200-Ford-Rd-SPC-95-San-Jose-CA-95138/2091601783_zpid/","https://www.zillow.com/san-jose-ca/7_p/"
"592","16849117","1351 Rhoda Dr, La Jolla, CA 92037","32.84071","-117.266945","3300000","USD","2","3","1979 sqft","","3184100","10223","31","","False","https://photos.zillowstatic.com/fp/34c86c6fee107018b1812572bc7b2827-p_e.jpg","FOR SALE","House for sale","Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/1351-Rhoda-Dr-La-Jolla-CA-92037/16849117_zpid/","https://www.zillow.com/san-diego-ca/15_p/"
"126","325857210","142 Fixie, Irvine, CA 92618","33.690655","-117.73346","1430000","USD","4","3","2100 sqft","","1471500","4033","9","","False","https://photos.zillowstatic.com/fp/b6c8676a93809143df5209953749888d-p_e.jpg","FOR SALE","Condo for sale","Pinnacle Real Estate Group","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/142-Fixie-Irvine-CA-92618/325857210_zpid/","https://www.zillow.com/irvine-ca/4_p/"
"4","25553123","25041 Via Portola, Laguna Niguel, CA 92677","33.532112","-117.692635","1599900","USD","2","4","1642 sqft","","1618700","4723","15","","False","https://photos.zillowstatic.com/fp/673141811eda09195d1fb1b32ce93d8a-p_e.jpg","FOR SALE","House for sale","Sal Nesh, Broker","https://www.zillow.com/homes/Laguna-Niguel,-CA_rb/","https://www.zillow.com/homedetails/25041-Via-Portola-Laguna-Niguel-CA-92677/25553123_zpid/","https://www.zillow.com/homes/Laguna-Niguel,-CA_rb/"
"161","17010830","3530 Menlo Ave, San Diego, CA 92105","32.742714","-117.094696","988800","USD","2","3","1271 sqft","","1034100","3282","6","","False","https://photos.zillowstatic.com/fp/b8560179e8eb03bb4633a2d1e989e2f7-p_e.jpg","FOR SALE","House for sale","Berkshire Hathaway HomeService","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3530-Menlo-Ave-San-Diego-CA-92105/17010830_zpid/","https://www.zillow.com/san-diego-ca/4_p/"
"310","2098752827","2151 Oakland Rd SPC 38, San Jose, CA 95131","37.400013","-121.90679","355000","USD","2","3","1440 sqft","","384300","543","30","","False","https://photos.zillowstatic.com/fp/7f450e82116b92cb6d874ba3416c6453-p_e.jpg","FOR SALE","Home for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/2151-Oakland-Rd-SPC-38-San-Jose-CA-95131/2098752827_zpid/","https://www.zillow.com/san-jose-ca/8_p/"
"237","2052854458","Homes Available Soon, Almaden Heights","37.20187","-121.83351","0","USD","","","0 sqft","","","4632","5","","False","https://photos.zillowstatic.com/fp/894700785bf987b0c2ac7512c784efea-p_e.jpg","FOR SALE","New construction","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/community/almaden-heights/2052854458_zpid/","https://www.zillow.com/san-jose-ca/6_p/"
"1","82947115","6550 Ponto Dr SPACE 156, Carlsbad, CA 92011","33.10886","-117.320854","249000","USD","2","3","1190 sqft","","243100","1101","36","","False","https://photos.zillowstatic.com/fp/512550f78d9b17099e7715a8968e39b4-p_e.jpg","FOR SALE","Home for sale","American Dreams Real Estate","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/6550-Ponto-Dr-SPACE-156-Carlsbad-CA-92011/82947115_zpid/","https://www.zillow.com/homes/Carlsbad,-CA_rb/"
"757","16959490","4428 Bancroft St, San Diego, CA 92116","32.757843","-117.124245","1495000","USD","2","5","1881 sqft","","1477900","5066","23","","False","https://photos.zillowstatic.com/fp/6615c545807527b4d184bd50c533af06-p_e.jpg","FOR SALE","House for sale","Coldwell Banker West","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4428-Bancroft-St-San-Diego-CA-92116/16959490_zpid/","https://www.zillow.com/san-diego-ca/19_p/"
"442","295351654","1204 Lincoln Ave, San Diego, CA 92103","32.752434","-117.15326","2500000","USD","3","5","3512 sqft","","2421100","7589","32","","False","https://photos.zillowstatic.com/fp/fa6a0b54ba446658e79564126669f482-p_e.jpg","FOR SALE","House for sale","Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/1204-Lincoln-Ave-San-Diego-CA-92103/295351654_zpid/","https://www.zillow.com/san-diego-ca/11_p/"
"235","19830798","775 Warring Dr APT 2, San Jose, CA 95123","37.24794","-121.853386","569000","USD","1","2","903 sqft","","658500","2650","137","","False","https://photos.zillowstatic.com/fp/903c2dd69c648fec1d077652d21d92c0-p_e.jpg","FOR SALE","Townhouse for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/775-Warring-Dr-APT-2-San-Jose-CA-95123/19830798_zpid/","https://www.zillow.com/san-jose-ca/6_p/"
"676","140635645","3890 Sipes Ln SPACE 72, San Ysidro, CA 92173","32.54559","-117.04752","174900","USD","1","2","720 sqft","","","2186","48","","False","https://photos.zillowstatic.com/fp/81fa10b4bdba1107863aa049093c1fa8-p_e.jpg","FOR SALE","Home for sale","","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3890-Sipes-Ln-SPACE-72-San-Ysidro-CA-92173/140635645_zpid/","https://www.zillow.com/san-diego-ca/17_p/"
"394","19706511","673 Yolo Ct, San Jose, CA 95136","37.27353","-121.859276","640000","USD","2","2","912 sqft","","","2749","19","","False","https://photos.zillowstatic.com/fp/6dd4deb03d6b0cf92384f3bfac6f5ca9-p_e.jpg","FOR SALE","Condo for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/673-Yolo-Ct-San-Jose-CA-95136/19706511_zpid/","https://www.zillow.com/san-jose-ca/10_p/"
"287","16812861","12538 Heatherton Ct UNIT 37, San Diego, CA 92128","32.945663","-117.088905","999000","USD","3","3","1621 sqft","","1033400","3881","4","","False","https://photos.zillowstatic.com/fp/b2d4ce81f27714e7d779a445d14ef4ca-p_e.jpg","FOR SALE","Condo for sale","San Diego Sunrise Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/12538-Heatherton-Ct-UNIT-37-San-Diego-CA-92128/16812861_zpid/","https://www.zillow.com/san-diego-ca/7_p/"
"229","16950377","4060 Loma Riviera Cir, San Diego, CA 92110","32.755184","-117.22482","759000","USD","3","3","1440 sqft","","757900","4407","18","","False","https://photos.zillowstatic.com/fp/8e0f13f60751ed0cc8b7a708e0d455ae-p_e.jpg","FOR SALE","Townhouse for sale","Pacific Sterling Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4060-Loma-Riviera-Cir-San-Diego-CA-92110/16950377_zpid/","https://www.zillow.com/san-diego-ca/6_p/"
"51","19647509","1201 Huntingdon Dr, San Jose, CA 95129","37.302307","-122.00426","3980000","USD","5","5","2909 sqft","","4237100","4294","3","","False","https://photos.zillowstatic.com/fp/6cb7d591ebd331d4d7db5b368d6a8a3e-p_e.jpg","FOR SALE","New construction","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1201-Huntingdon-Dr-San-Jose-CA-95129/19647509_zpid/","https://www.zillow.com/san-jose-ca/2_p/"
"62","140609145","6550 Ponto Dr SPACE 118, Carlsbad, CA 92011","33.109585","-117.32081","295000","USD","2","2","1368 sqft","","289800","923","17","","False","https://photos.zillowstatic.com/fp/d0b2a61d1066513413b8df1c41367392-p_e.jpg","FOR SALE","Home for sale","eXp Realty of Southern CA","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/6550-Ponto-Dr-SPACE-118-Carlsbad-CA-92011/140609145_zpid/","https://www.zillow.com/carlsbad-ca/2_p/"
"389","17164950","3717 Arruza St, San Diego, CA 92154","32.571735","-117.05579","680000","USD","2","3","1140 sqft","","692800","3300","2","","False","https://photos.zillowstatic.com/fp/196525c2ed8b480ad866a5d4ccf60f8a-p_e.jpg","FOR SALE","House for sale","Coldwell Banker West","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3717-Arruza-St-San-Diego-CA-92154/17164950_zpid/","https://www.zillow.com/san-diego-ca/10_p/"
"122","16660331","2003 Costa Del Mar Rd UNIT 660, Carlsbad, CA 92009","33.089825","-117.267296","829900","USD","2","1","791 sqft","","817100","2870","73","","False","https://photos.zillowstatic.com/fp/b325b4d8eec9fe557bcb64610416486a-p_e.jpg","FOR SALE","Condo for sale","Del Mar Realty Assoc.,Inc","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/2003-Costa-Del-Mar-Rd-UNIT-660-Carlsbad-CA-92009/16660331_zpid/","https://www.zillow.com/carlsbad-ca/3_p/"
"15","25695616","16 Cameray Hts, Laguna Niguel, CA 92677","33.50143","-117.690834","950000","USD","3","3","1796 sqft","","1136300","3263","0","","False","https://photos.zillowstatic.com/fp/35f390f850a9b18bf6a68da76895c852-p_e.jpg","FOR SALE","Condo for sale","First Team Real Estate","https://www.zillow.com/homes/Laguna-Niguel,-CA_rb/","https://www.zillow.com/homedetails/16-Cameray-Hts-Laguna-Niguel-CA-92677/25695616_zpid/","https://www.zillow.com/homes/Laguna-Niguel,-CA_rb/"
"164","19795670","2916 Queens Estates Ct, San Jose, CA 95135","37.292202","-121.76125","1798888","USD","2","4","1655 sqft","","1832600","4200","5","","False","https://photos.zillowstatic.com/fp/105f1875a903328d292f0241a7b6af50-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/2916-Queens-Estates-Ct-San-Jose-CA-95135/19795670_zpid/","https://www.zillow.com/san-jose-ca/4_p/"
"493","17162325","616 Hollister St, San Diego, CA 92154","32.585342","-117.08434","759800","USD","3","4","1306 sqft","","759900","3845","23","","False","https://photos.zillowstatic.com/fp/3abb1116dfdebbb91f5ac49ac89c2689-p_e.jpg","FOR SALE","House for sale","Mr Agent RE","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/616-Hollister-St-San-Diego-CA-92154/17162325_zpid/","https://www.zillow.com/san-diego-ca/13_p/"
"32","16654346","1021 Lands End Ct, Carlsbad, CA 92011","33.110523","-117.30717","1625000","USD","2","3","1767 sqft","","1618300","5137","17","","False","https://photos.zillowstatic.com/fp/6357dafe501593ff6b27be63bcc7aa3d-p_e.jpg","FOR SALE","House for sale","Coldwell Banker Realty","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/1021-Lands-End-Ct-Carlsbad-CA-92011/16654346_zpid/","https://www.zillow.com/homes/Carlsbad,-CA_rb/"
"146","54977326","14851 Jeffrey Rd SPACE 263, Irvine, CA 92618","33.688213","-117.77378","229000","USD","2","2","1248 sqft","","216700","659","153","","False","https://photos.zillowstatic.com/fp/62d83efff62105dcf2b40ef8be524ade-p_e.jpg","FOR SALE","Home for sale","Premiere Choice R E Inc","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/14851-Jeffrey-Rd-SPACE-263-Irvine-CA-92618/54977326_zpid/","https://www.zillow.com/irvine-ca/4_p/"
"627","16847664","939 Coast Blvd UNIT 3D, La Jolla, CA 92037","32.84821","-117.27597","720000","USD","1","0","432 sqft","","700900","2500","166","","False","https://photos.zillowstatic.com/fp/9454254bbe494eb7fd58357810bdaed1-p_e.jpg","FOR SALE","Condo for sale","Equity Real Estate-Pacific Coast","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/939-Coast-Blvd-UNIT-3D-La-Jolla-CA-92037/16847664_zpid/","https://www.zillow.com/san-diego-ca/16_p/"
"512","294855978","2869 Via Alta Pl, San Diego, CA 92108","32.783176","-117.145065","1735000","USD","3","3","1999 sqft","","1775300","4925","3","","False","https://photos.zillowstatic.com/fp/896b13e970cbb89b6901aeb67aa63786-p_e.jpg","FOR SALE","Townhouse for sale","Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/2869-Via-Alta-Pl-San-Diego-CA-92108/294855978_zpid/","https://www.zillow.com/san-diego-ca/13_p/"
"568","70598248","950 6th Ave UNIT 543, San Diego, CA 92101","32.715454","-117.15954","699000","USD","1","0","1224 sqft","","683700","3395","106","","False","https://photos.zillowstatic.com/fp/eb2dbd96cce48a11bd6cca7c85c87170-p_e.jpg","FOR SALE","Condo for sale","Willis Allen Real Estate","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/950-6th-Ave-UNIT-543-San-Diego-CA-92101/70598248_zpid/","https://www.zillow.com/san-diego-ca/14_p/"
"97","16777493","3555 Caminito El Rincon UNIT 227, San Diego, CA 92130","32.9445","-117.23677","829000","USD","2","2","944 sqft","","812100","3200","0","","False","https://photos.zillowstatic.com/fp/a8c0d0af3d0d75a6629857bd56fc1e77-p_e.jpg","FOR SALE","House for sale","San Diego Realty Gals","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3555-Caminito-El-Rincon-UNIT-227-San-Diego-CA-92130/16777493_zpid/","https://www.zillow.com/san-diego-ca/3_p/"
"720","16742405","17679 Adena Ln, San Diego, CA 92128","33.035477","-117.07222","1198000","USD","3","3","1988 sqft","","1187700","4500","37","","False","https://photos.zillowstatic.com/fp/63a3f829444535e5d4f23b4bd08fa500-p_e.jpg","FOR SALE","Condo for sale","Penny Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/17679-Adena-Ln-San-Diego-CA-92128/16742405_zpid/","https://www.zillow.com/san-diego-ca/18_p/"
"703","16851555","7209 Romero Dr, La Jolla, CA 92037","32.83931","-117.25801","6950000","USD","6","6","5308 sqft","","6430900","22308","116","","False","https://photos.zillowstatic.com/fp/b041a5398ae9e302281aaed205792180-p_e.jpg","FOR SALE","House for sale","Berkshire Hathaway HomeServices California Properties","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/7209-Romero-Dr-La-Jolla-CA-92037/16851555_zpid/","https://www.zillow.com/san-diego-ca/18_p/"
"57","325862583","202 Keeper, Irvine, CA 92618","33.67043","-117.71598","1398888","USD","4","3","2069 sqft","","1439500","3963","1","","False","https://photos.zillowstatic.com/fp/b2383615b6bee71ac40b16b56595f1c9-p_e.jpg","FOR SALE","Condo for sale","Berkshire Hathaway HomeService","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/202-Keeper-Irvine-CA-92618/325862583_zpid/","https://www.zillow.com/irvine-ca/2_p/"
"39","19819185","5939 Blossom Ave, San Jose, CA 95123","37.23996","-121.840034","1449000","USD","2","4","1321 sqft","","1512500","4300","3","","False","https://photos.zillowstatic.com/fp/a0461716e9309be83774066fb1531587-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/5939-Blossom-Ave-San-Jose-CA-95123/19819185_zpid/","https://www.zillow.com/homes/San-Jose,-CA_rb/"
"57","16655753","2304 Altisma Way UNIT 111, Carlsbad, CA 92009","33.09643","-117.25702","639000","USD","2","2","1225 sqft","","630800","3099","64","","False","https://photos.zillowstatic.com/fp/9efc0c078aae51f56e243748c6f42bc7-p_e.jpg","FOR SALE","Condo for sale","Pacific Coastal Properties","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/2304-Altisma-Way-UNIT-111-Carlsbad-CA-92009/16655753_zpid/","https://www.zillow.com/carlsbad-ca/2_p/"
"264","16788060","8570 Westmore Rd APT 208, San Diego, CA 92126","32.91773","-117.13901","650000","USD","2","2","920 sqft","","611500","2700","3","","False","https://photos.zillowstatic.com/fp/a09e91c6ebc7fbabf52dd093200f2543-p_e.jpg","FOR SALE","Coming soon","Stasik Homes Real Estate","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/8570-Westmore-Rd-APT-208-San-Diego-CA-92126/16788060_zpid/","https://www.zillow.com/san-diego-ca/7_p/"
"43","147224760","1255 Orcutt Rd SPACE B38, San Luis Obispo, CA 93401","35.260483","-120.64052","245000","USD","1","2","667 sqft","","244800","689","28","","False","https://photos.zillowstatic.com/fp/a5a1df307974f6fcd9635e4afcf4f02d-p_e.jpg","FOR SALE","Home for sale","Country Real Estate, Inc.","https://www.zillow.com/homes/San-Luis-Obispo,-CA_rb/","https://www.zillow.com/homedetails/1255-Orcutt-Rd-SPACE-B38-San-Luis-Obispo-CA-93401/147224760_zpid/","https://www.zillow.com/san-luis-obispo-ca/2_p/"
"298","19767884","1168 Mountain Quail Cir, San Jose, CA 95120","37.20442","-121.84833","2150000","USD","3","3","2199 sqft","","2132100","4936","22","","False","https://photos.zillowstatic.com/fp/6e0776b6d36b31052bf784ba23aa7c29-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1168-Mountain-Quail-Cir-San-Jose-CA-95120/19767884_zpid/","https://www.zillow.com/san-jose-ca/8_p/"
"284","19722029","247 N Capitol Ave UNIT 213, San Jose, CA 95127","37.368504","-121.842766","525000","USD","2","2","955 sqft","","540100","2600","24","","False","https://photos.zillowstatic.com/fp/744f67d90a7ae91933cc4243709649c3-p_e.jpg","FOR SALE","Condo for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/247-N-Capitol-Ave-UNIT-213-San-Jose-CA-95127/19722029_zpid/","https://www.zillow.com/san-jose-ca/7_p/"
"88","2069767244","7949 Sitio Redonda, Carlsbad, CA 92009","33.06799","-117.230804","4280000","USD","5","5","4950 sqft","","4310800","9234","17","","False","https://photos.zillowstatic.com/fp/00c5a4b8f96f04560bbeb460b5a4e111-p_e.jpg","FOR SALE","House for sale","Pacific Sotheby's Int'l Realty","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/7949-Sitio-Redonda-Carlsbad-CA-92009/2069767244_zpid/","https://www.zillow.com/carlsbad-ca/3_p/"
"11","25571314","29682 Ellendale Dr, Laguna Niguel, CA 92677","33.532352","-117.72297","1299000","USD","2","4","1448 sqft","","1309900","4870","2","","False","https://photos.zillowstatic.com/fp/b2f253a8138f62f21ef9f72e83956006-p_e.jpg","FOR SALE","House for sale","Property Leaders","https://www.zillow.com/homes/Laguna-Niguel,-CA_rb/","https://www.zillow.com/homedetails/29682-Ellendale-Dr-Laguna-Niguel-CA-92677/25571314_zpid/","https://www.zillow.com/homes/Laguna-Niguel,-CA_rb/"
"409","16910935","1551 Missouri St, San Diego, CA 92109","32.803143","-117.242645","1599999","USD","2","4","1500 sqft","","1615500","5526","4","","False","https://photos.zillowstatic.com/fp/51b6d3124ee7587137778a874dfb3c0a-p_e.jpg","FOR SALE","House for sale","eXp Realty of California, Inc","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/1551-Missouri-St-San-Diego-CA-92109/16910935_zpid/","https://www.zillow.com/san-diego-ca/10_p/"
"130","2102131369","4407 Park Dr, Carlsbad, CA 92008","33.148697","-117.32599","1150000","USD","","","","0.84 acres","","3504","22","","False","https://photos.zillowstatic.com/fp/d8ef545752daa3af42d7fe4265574238-p_e.jpg","FOR SALE","Lot / Land for sale","Compass","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/4407-Park-Dr-Carlsbad-CA-92008/2102131369_zpid/","https://www.zillow.com/carlsbad-ca/4_p/"
"11","25518776","10 Lakepines, Irvine, CA 92620","33.71468","-117.75834","649500","USD","1","2","934 sqft","","","2996","6","","False","https://photos.zillowstatic.com/fp/fd1d2e498e25837c05244a948bddeb5a-p_e.jpg","FOR SALE","Townhouse for sale","KASE Real Estate, Inc.","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/10-Lakepines-Irvine-CA-92620/25518776_zpid/","https://www.zillow.com/homes/Irvine,-CA_rb/"
"353","2057874940","1119-1121 Topaz Ave, San Jose, CA 95117","37.305584","-121.9704","1590000","USD","2","4","2240 sqft","","1731100","5500","10","","False","https://photos.zillowstatic.com/fp/862680e4a0e984e7b7b4dfae167f7cbd-p_e.jpg","FOR SALE","Multi-family home for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1119-1121-Topaz-Ave-San-Jose-CA-95117/2057874940_zpid/","https://www.zillow.com/san-jose-ca/9_p/"
"787","16765050","13027 Via Latina, Del Mar, CA 92014","32.93569","-117.24851","4675000","USD","3","5","3300 sqft","","4422600","15832","51","","False","https://photos.zillowstatic.com/fp/e403da45c7fb03b8b5328fadecd6d771-p_e.jpg","FOR SALE","House for sale","Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/13027-Via-Latina-Del-Mar-CA-92014/16765050_zpid/","https://www.zillow.com/san-diego-ca/20_p/"
"233","16982117","8295 Tommy Dr, San Diego, CA 92119","32.803757","-117.01793","1095000","USD","2","3","1296 sqft","","1113800","3949","1","","False","https://photos.zillowstatic.com/fp/839e6fd45d5146e14488fd0552c2419f-p_e.jpg","FOR SALE","House for sale","Four Seasons Properties, Inc","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/8295-Tommy-Dr-San-Diego-CA-92119/16982117_zpid/","https://www.zillow.com/san-diego-ca/6_p/"
"108","16934046","2221 Hartford St, San Diego, CA 92110","32.784454","-117.19943","1750000","USD","3","4","2622 sqft","","1801500","7500","4","","False","https://photos.zillowstatic.com/fp/d1905b8b93fac01a7b460ad4698f8e65-p_e.jpg","FOR SALE","House for sale","eXp Realty of California, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/2221-Hartford-St-San-Diego-CA-92110/16934046_zpid/","https://www.zillow.com/san-diego-ca/3_p/"
"250","19571389","871 Beaver Creek Way, San Jose, CA 95133","37.3777","-121.859795","998888","USD","2","5","1544 sqft","","1048600","3750","3","","False","https://photos.zillowstatic.com/fp/b2c9a6b94a3340fd7ef93a0676b603f9-p_e.jpg","FOR SALE","Townhouse for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/871-Beaver-Creek-Way-San-Jose-CA-95133/19571389_zpid/","https://www.zillow.com/san-jose-ca/7_p/"
"70","153367301","2911 Almaden Rd, San Jose, CA 95125","37.279083","-121.881165","1898000","USD","4","6","3250 sqft","","","1792","3","","False","https://photos.zillowstatic.com/fp/fb725ce1f730b9cf3f6e803536075042-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/2911-Almaden-Rd-San-Jose-CA-95125/153367301_zpid/","https://www.zillow.com/san-jose-ca/2_p/"
"204","60380645","1750 Kettner Blvd UNIT 118, San Diego, CA 92101","32.723515","-117.16969","1195000","USD","3","3","1866 sqft","","1221700","4790","2","","False","https://photos.zillowstatic.com/fp/bbe2ade78a0caa4d07853c7401ca3486-p_e.jpg","FOR SALE","Condo for sale","Keller Williams La Jolla","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/1750-Kettner-Blvd-UNIT-118-San-Diego-CA-92101/60380645_zpid/","https://www.zillow.com/san-diego-ca/5_p/"
"296","17124869","198 Cedaridge Dr, San Diego, CA 92114","32.702534","-117.028175","799000","USD","2","3","1233 sqft","","824500","3591","5","","False","https://photos.zillowstatic.com/fp/3efc2a260bc7d540cfc1e0b0c70e3a0a-p_e.jpg","FOR SALE","House for sale","Big Block Realty, Inc","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/198-Cedaridge-Dr-San-Diego-CA-92114/17124869_zpid/","https://www.zillow.com/san-diego-ca/8_p/"
"106","16651857","6503 Surfside Ln, Carlsbad, CA 92011","33.110455","-117.321556","3650000","USD","3","4","2318 sqft","","3472400","11956","105","","False","https://photos.zillowstatic.com/fp/9457ee4a792aed9c4bc8b83be2c09cb8-p_e.jpg","FOR SALE","House for sale","HomeSmart Realty West","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/6503-Surfside-Ln-Carlsbad-CA-92011/16651857_zpid/","https://www.zillow.com/carlsbad-ca/3_p/"
"79","25715626","8 Lincoln St #50, Irvine, CA 92604","33.697044","-117.7738","790000","USD","2","2","1105 sqft","","825700","2296","4","","False","https://photos.zillowstatic.com/fp/4530a1b241679833dcf0cc4f86dbf318-p_e.jpg","FOR SALE","Condo for sale","GoGo Realtors R.H. Corp","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/8-Lincoln-St-50-Irvine-CA-92604/25715626_zpid/","https://www.zillow.com/irvine-ca/2_p/"
